model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Focus,2012,Manual,44988,Petrol,30.0,56.5,1.0,5999
 Fiesta,2014,Manual,25000,Petrol,30.0,54.3,1.2,5699
 EcoSport,2015,Manual,39000,Diesel,30.0,61.4,1.5,7699
 Fiesta,2013,Semi-Auto,31000,Petrol,145.0,47.9,1.6,6999
 Focus,2009,Manual,85000,Petrol,200.0,42.2,1.6,2499
 C-MAX,2017,Manual,20802,Petrol,160.0,44.1,1.6,9491
 Kuga,2019,Manual,11658,Petrol,145.0,35.3,1.5,17990
 Fiesta,2018,Manual,11620,Petrol,145.0,64.2,1.1,8980
 Focus,2017,Manual,29984,Diesel,145.0,67.3,2.0,15940
 Mondeo,2020,Automatic,7,Hybrid,135.0,47.1,2.0,26290
 EcoSport,2017,Manual,29182,Diesel,145.0,64.2,1.5,9690
 Mustang,2016,Automatic,18000,Petrol,325.0,28.8,2.3,24990
 Focus,2016,Manual,14776,Petrol,20.0,61.4,1.0,9990
 Fiesta,2019,Manual,16334,Petrol,145.0,60.1,1.0,11800
 Kuga,2016,Manual,36088,Petrol,160.0,45.6,1.5,11290
 B-MAX,2017,Manual,15999,Diesel,0.0,74.4,1.5,8990
 Focus,2013,Automatic,76000,Petrol,160.0,44.8,1.6,4975
 S-MAX,2014,Automatic,40000,Diesel,300.0,39.8,2.2,10911
 KA,2009,Manual,85000,Petrol,30.0,55.4,1.2,1954
 Fiesta,2010,Manual,73000,Petrol,145.0,48.7,1.4,2876
 Fiesta,2012,Manual,45000,Diesel,20.0,68.9,1.4,4963
 Galaxy,2013,Automatic,63000,Diesel,200.0,47.1,2.0,7651
 C-MAX,2016,Manual,25555,Diesel,20.0,68.9,1.5,9690
 Kuga,2017,Manual,24000,Diesel,145.0,54.3,1.5,14999
 Focus,2013,Manual,50475,Diesel,20.0,67.3,1.6,6450
 Focus,2011,Automatic,66164,Petrol,205.0,42.2,1.6,3995
 EcoSport,2017,Manual,29338,Petrol,125.0,53.3,1.0,8995
 Fiesta,2014,Manual,25891,Petrol,150.0,47.9,1.6,10000
 Ka+,2017,Manual,16000,Petrol,145.0,57.7,1.2,7499
 Fiesta,2009,Manual,54000,Petrol,150.0,49.6,1.2,3699
 Kuga,2018,Manual,34393,Diesel,150.0,64.2,1.5,14500
 EcoSport,2017,Manual,21500,Petrol,150.0,53.3,1.0,9750
 B-MAX,2014,Manual,45091,Petrol,30.0,55.4,1.0,5888
 Fiesta,2019,Manual,6427,Petrol,150.0,55.4,1.1,10730
 Focus,2014,Manual,20730,Petrol,30.0,56.5,1.0,8000
 Kuga,2019,Manual,16081,Petrol,145.0,35.3,1.5,17580
 Grand Tourneo Connect,2019,Manual,11,Diesel,145.0,46.3,1.5,18490
 Grand C-MAX,2017,Manual,33163,Petrol,30.0,54.3,1.0,10400
 Kuga,2019,Manual,12111,Petrol,145.0,35.3,1.5,18200
 Fiesta,2017,Manual,19047,Petrol,0.0,65.7,1.0,8790
 Fiesta,2019,Manual,8950,Petrol,145.0,40.3,1.5,16790
 EcoSport,2014,Manual,34067,Petrol,125.0,53.3,1.0,7500
 B-MAX,2017,Manual,13395,Petrol,145.0,55.4,1.0,8980
 Focus,2019,Manual,10944,Diesel,145.0,62.8,1.5,17780
 Fiesta,2010,Manual,17733,Petrol,150.0,47.9,1.6,5490
 Focus,2017,Manual,42500,Diesel,150.0,74.3,1.5,9990
 Fiesta,2017,Manual,28500,Petrol,150.0,54.3,1.3,7390
 Kuga,2019,Manual,8389,Petrol,150.0,35.3,0.0,18990
 Fiesta,2018,Manual,36338,Petrol,145.0,65.7,1.0,9690
 Focus,2017,Manual,37820,Diesel,145.0,74.3,1.5,11290
 Fiesta,2016,Manual,60112,Petrol,145.0,47.9,1.6,8790
 Ka+,2018,Manual,11125,Petrol,145.0,57.7,1.2,7397
 Kuga,2014,Manual,53000,Diesel,200.0,47.9,2.0,9977
 C-MAX,2010,Manual,71000,Petrol,200.0,42.8,1.6,4977
 Focus,2015,Manual,68000,Diesel,20.0,67.3,1.6,6977
 Fiesta,2017,Manual,21000,Petrol,125.0,54.3,1.2,8977
 Fiesta,2014,Manual,64000,Petrol,30.0,54.3,1.2,5995
 Focus,2016,Manual,69000,Diesel,0.0,74.3,1.5,8977
 Fiesta,2015,Manual,78000,Petrol,125.0,54.3,1.2,5995
 Mondeo,2016,Manual,65000,Diesel,0.0,78.5,1.5,9477
 C-MAX,2017,Manual,58000,Diesel,20.0,68.9,1.5,9977
 C-MAX,2014,Automatic,52000,Diesel,155.0,50.4,2.0,6499
 Focus,2017,Manual,37351,Diesel,0.0,74.3,1.5,10690
 Fiesta,2016,Manual,12884,Petrol,125.0,54.3,1.2,8990
 Kuga,2017,Manual,28808,Diesel,145.0,60.1,2.0,13490
 Focus,2017,Manual,15164,Petrol,200.0,41.5,2.0,15997
 Fiesta,2018,Manual,11539,Petrol,145.0,60.1,1.0,9590
 B-MAX,2017,Automatic,15000,Petrol,150.0,44.1,1.6,10490
 Focus,2015,Manual,42000,Diesel,0.0,74.3,1.5,7990
 Focus,2016,Automatic,8000,Petrol,125.0,51.4,1.0,10690
 EcoSport,2015,Manual,32328,Petrol,125.0,53.3,1.0,7652
 Focus,2012,Manual,59000,Petrol,145.0,47.9,1.6,5995
 Kuga,2017,Manual,18400,Diesel,150.0,54.3,2.0,15500
 Fiesta,2013,Manual,48962,Petrol,0.0,65.7,1.0,7000
 C-MAX,2017,Automatic,22375,Diesel,150.0,58.9,2.0,13000
 Fiesta,2016,Manual,28251,Petrol,0.0,65.7,1.0,10000
 Fiesta,2015,Manual,34530,Petrol,0.0,65.7,1.0,7700
 Focus,2015,Manual,42741,Diesel,0.0,74.3,1.5,9700
 KA,2018,Manual,6878,Petrol,145.0,57.7,1.2,8700
 Fiesta,2017,Manual,15637,Petrol,145.0,54.3,1.2,8400
 Focus,2013,Manual,42817,Diesel,20.0,67.3,1.6,6800
 Focus,2018,Manual,18332,Petrol,150.0,57.7,1.0,13000
 Kuga,2014,Manual,78800,Diesel,200.0,47.9,2.0,9245
 Focus,2017,Manual,13000,Petrol,150.0,60.1,1.0,12895
 Fiesta,2009,Manual,29000,Diesel,0.0,76.3,1.6,3995
 Focus,2016,Automatic,14127,Petrol,125.0,51.4,1.0,10995
 C-MAX,2017,Manual,2374,Petrol,30.0,55.4,1.0,10695
 Kuga,2019,Manual,7000,Petrol,145.0,39.2,1.5,17995
 EcoSport,2016,Manual,10218,Diesel,30.0,64.2,1.5,9695
 Fiesta,2016,Manual,19657,Petrol,125.0,54.3,1.2,7495
 S-MAX,2017,Semi-Auto,35939,Diesel,145.0,52.3,2.0,15775
 Kuga,2015,Manual,39136,Diesel,145.0,54.3,2.0,13675
 Galaxy,2016,Manual,34787,Diesel,125.0,56.5,2.0,15475
 Kuga,2019,Manual,145,Petrol,145.0,40.4,1.5,16600
 Fiesta,2018,Manual,29215,Petrol,145.0,64.2,1.1,8700
 Focus,2016,Manual,37446,Diesel,0.0,74.3,1.5,11500
 C-MAX,2014,Manual,30538,Petrol,160.0,42.8,1.6,7700
 Kuga,2015,Manual,37484,Diesel,125.0,60.1,2.0,14000
 Focus,2019,Automatic,17476,Diesel,150.0,64.2,2.0,18800
 Kuga,2019,Manual,7877,Diesel,145.0,38.2,2.0,18200
 Kuga,2019,Manual,5519,Diesel,145.0,45.6,1.5,17700
 Kuga,2017,Manual,25913,Diesel,30.0,64.2,1.5,12775
 Focus,2015,Automatic,17180,Petrol,160.0,44.8,1.6,9175
 Focus,2014,Manual,32887,Petrol,150.0,47.9,1.6,6995
 Galaxy,2018,Semi-Auto,23836,Diesel,145.0,52.3,2.0,17995
 Fiesta,2017,Manual,22515,Petrol,150.0,65.7,1.0,10000
 Fiesta,2018,Manual,7887,Petrol,150.0,65.7,1.0,12300
 Fiesta,2015,Manual,28065,Petrol,0.0,65.7,1.0,7800
 KA,2017,Manual,9770,Petrol,145.0,57.7,1.2,8600
 C-MAX,2015,Manual,22198,Diesel,30.0,61.4,1.6,9300
 Fiesta,2018,Manual,15055,Petrol,145.0,65.7,1.0,11000
 Fiesta,2017,Manual,9288,Petrol,125.0,54.3,1.2,9400
 Galaxy,2018,Manual,9609,Diesel,145.0,55.4,2.0,21600
 Grand C-MAX,2017,Manual,16509,Petrol,30.0,54.3,1.0,12000
 Fiesta,2016,Manual,30552,Petrol,125.0,54.3,1.2,8300
 Focus,2017,Manual,31727,Diesel,0.0,74.3,1.5,12000
 Fiesta,2015,Manual,34972,Petrol,0.0,65.7,1.0,7300
 Fiesta,2017,Manual,18542,Petrol,125.0,54.3,1.2,8300
 Fiesta,2016,Manual,40094,Petrol,20.0,62.8,1.0,9500
 Fiesta,2019,Manual,14063,Petrol,145.0,60.1,1.0,12000
 Fiesta,2019,Manual,13767,Petrol,145.0,60.1,1.0,12600
 C-MAX,2017,Manual,28602,Diesel,20.0,68.9,1.5,10800
 Focus,2017,Manual,31249,Diesel,0.0,74.3,1.5,12000
 Focus,2015,Manual,46342,Diesel,0.0,74.3,1.5,8500
 Fiesta,2018,Manual,23439,Petrol,145.0,65.7,1.0,10500
 Fiesta,2018,Manual,28521,Petrol,145.0,64.2,1.1,9500
 C-MAX,2016,Automatic,23121,Diesel,20.0,64.2,1.5,10000
 KA,2015,Manual,41830,Petrol,30.0,57.7,1.2,5000
 Kuga,2019,Manual,8638,Diesel,145.0,36.7,2.0,19800
 Mondeo,2017,Manual,28304,Diesel,150.0,62.8,2.0,15000
 Focus,2017,Manual,31386,Petrol,150.0,60.1,1.0,10700
 Fiesta,2015,Manual,45604,Petrol,0.0,65.7,1.0,7700
 Fiesta,2017,Automatic,25426,Petrol,150.0,57.7,1.0,10000
 EcoSport,2017,Manual,39813,Petrol,125.0,52.3,1.0,10000
 Focus,2017,Manual,13000,Petrol,20.0,61.4,1.0,10495
 EcoSport,2017,Manual,18000,Petrol,125.0,52.3,1.0,9795
 Kuga,2017,Manual,19000,Petrol,165.0,45.6,1.5,12395
 Fiesta,2017,Manual,15217,Petrol,0.0,65.7,1.0,10000
 EcoSport,2018,Manual,16299,Petrol,145.0,54.3,1.0,15000
 Focus,2015,Manual,52571,Diesel,20.0,70.6,2.0,10500
 EcoSport,2015,Manual,11696,Diesel,30.0,61.4,1.5,9000
 Fiesta,2016,Manual,38392,Petrol,0.0,65.7,1.0,8800
 Focus,2017,Manual,12890,Petrol,125.0,51.4,1.5,13500
 Fiesta,2019,Manual,12411,Petrol,145.0,55.4,1.0,13700
 Fiesta,2018,Manual,23129,Petrol,145.0,64.2,1.1,9700
 Kuga,2018,Manual,7602,Diesel,145.0,64.2,1.5,17600
 Kuga,2018,Manual,3255,Petrol,145.0,39.2,1.5,18700
 Kuga,2017,Manual,27429,Diesel,145.0,60.1,2.0,16500
 Fiesta,2017,Manual,10832,Petrol,0.0,65.7,1.0,10000
 Fiesta,2016,Manual,20540,Petrol,0.0,65.7,1.0,9100
 Fiesta,2017,Manual,19493,Petrol,125.0,54.3,1.2,8100
 Fiesta,2016,Manual,33206,Petrol,0.0,65.7,1.0,9000
 Fiesta,2017,Manual,20682,Petrol,145.0,64.2,1.1,9000
 Fiesta,2016,Manual,12477,Petrol,0.0,65.7,1.0,10100
 Kuga,2016,Automatic,18339,Petrol,235.0,38.2,1.5,15500
 Fiesta,2016,Manual,25997,Petrol,0.0,65.7,1.0,10300
 Fiesta,2017,Manual,23060,Petrol,0.0,65.7,1.0,8300
 Fiesta,2018,Manual,19941,Petrol,145.0,65.7,1.0,13300
 Fiesta,2017,Manual,23076,Petrol,20.0,62.8,1.0,10300
 S-MAX,2016,Manual,34247,Diesel,125.0,56.5,2.0,15700
 Fiesta,2014,Manual,30039,Petrol,30.0,54.3,1.2,6800
 Fiesta,2016,Manual,17598,Petrol,125.0,54.3,1.2,9100
 Fiesta,2016,Manual,25028,Petrol,20.0,62.8,1.0,9900
 Fiesta,2017,Manual,17342,Petrol,125.0,54.3,1.2,8900
 Fiesta,2016,Manual,39345,Petrol,125.0,54.3,1.2,7200
 Kuga,2019,Manual,6741,Diesel,145.0,47.9,2.0,18600
 Fiesta,2010,Manual,91000,Diesel,20.0,68.9,1.6,4750
 Focus,2015,Manual,40000,Diesel,20.0,67.3,1.6,8500
 KA,2013,Manual,40000,Petrol,30.0,57.7,1.2,4750
 Focus,2015,Manual,111000,Diesel,0.0,74.3,1.5,6250
 Focus,2016,Manual,43000,Diesel,0.0,74.3,1.5,9400
 Mondeo,2017,Manual,47000,Diesel,0.0,78.5,1.5,11800
 Kuga,2016,Manual,45000,Diesel,125.0,60.1,2.0,11900
 S-MAX,2017,Semi-Auto,28000,Diesel,160.0,51.4,2.0,19750
 B-MAX,2015,Manual,68000,Diesel,0.0,74.4,1.5,6500
 Fiesta,2015,Manual,26000,Petrol,0.0,65.7,1.0,7990
 Fiesta,2018,Manual,60000,Diesel,150.0,85.6,1.5,8500
 Fiesta,2017,Manual,24000,Petrol,145.0,65.7,1.0,9990
 Fiesta,2016,Automatic,27000,Petrol,0.0,57.7,1.0,9990
 Focus,2017,Manual,25000,Diesel,145.0,74.3,1.5,11990
 Fiesta,2011,Manual,47000,Petrol,125.0,50.4,1.2,4800
 Fiesta,2013,Manual,44000,Petrol,30.0,54.3,1.2,6850
 Fiesta,2013,Manual,34619,Petrol,30.0,54.3,1.2,6500
 Kuga,2019,Manual,2576,Petrol,145.0,34.4,1.5,17999
 Fiesta,2017,Automatic,39000,Petrol,0.0,57.7,1.0,10250
 Fiesta,2013,Automatic,11000,Petrol,145.0,47.9,1.6,8999
 S-MAX,2016,Manual,40000,Diesel,125.0,56.5,2.0,15500
 Tourneo Custom,2017,Manual,47000,Diesel,200.0,44.8,2.0,16500
 KA,2009,Manual,6000,Petrol,30.0,55.4,1.2,4990
 Fiesta,2016,Manual,46000,Diesel,0.0,78.5,1.5,7550
 Fiesta,2016,Manual,31000,Petrol,145.0,47.9,1.6,10990
 Fiesta,2017,Manual,44000,Diesel,0.0,78.5,1.5,7650
 Kuga,2011,Manual,84000,Diesel,205.0,47.1,2.0,6950
 Fiesta,2016,Manual,20000,Petrol,20.0,62.8,1.0,10400
 Kuga,2017,Manual,26000,Diesel,145.0,64.2,1.5,11490
 Focus,2017,Manual,18000,Petrol,145.0,36.7,2.3,24990
 Mondeo,2015,Manual,52000,Diesel,30.0,64.2,2.0,9490
 Kuga,2015,Manual,50000,Diesel,125.0,60.1,2.0,8990
 S-MAX,2016,Automatic,30000,Diesel,125.0,56.5,2.0,15990
 Kuga,2018,Manual,24000,Diesel,145.0,64.2,1.5,15500
 Fiesta,2013,Manual,66000,Diesel,0.0,85.6,1.6,5900
 Mondeo,2016,Manual,78000,Diesel,0.0,78.5,1.5,9500
 Focus,2016,Manual,45000,Petrol,200.0,41.5,2.0,11990
 Focus,2016,Manual,57000,Diesel,0.0,74.3,1.5,7990
 Fiesta,2015,Manual,28000,Diesel,0.0,88.3,1.5,6990
 Focus,2017,Manual,22000,Petrol,145.0,60.1,1.0,10990
 Mondeo,2015,Automatic,54000,Diesel,125.0,58.9,2.0,10490
 Kuga,2017,Manual,41000,Diesel,145.0,64.2,1.5,10990
 Fiesta,2015,Manual,69000,Petrol,145.0,47.9,1.6,7490
 Focus,2016,Manual,90000,Diesel,0.0,74.3,1.5,6490
 Fiesta,2016,Manual,40000,Petrol,125.0,54.3,1.2,5990
 Fiesta,2016,Manual,50000,Petrol,0.0,65.7,1.0,6990
 Focus,2016,Manual,35000,Diesel,0.0,74.3,1.5,8490
 Focus,2016,Manual,52000,Diesel,0.0,74.3,1.5,7990
 Focus,2017,Manual,40000,Petrol,145.0,60.1,1.0,8990
 Kuga,2016,Manual,37000,Diesel,145.0,54.3,2.0,12490
 Focus,2014,Manual,58000,Diesel,20.0,67.3,1.6,5990
 Kuga,2016,Manual,32000,Petrol,160.0,45.6,1.5,12490
 Focus,2015,Manual,62000,Diesel,0.0,74.3,1.5,6490
 Focus,2016,Manual,45000,Petrol,20.0,61.4,1.0,6990
 Focus,2016,Manual,28000,Diesel,0.0,74.3,1.5,7990
 Mondeo,2016,Manual,24000,Diesel,0.0,78.5,1.5,11500
 Focus,2016,Manual,46000,Diesel,0.0,74.3,1.5,9500
 Fiesta,2018,Manual,15000,Petrol,145.0,62.8,1.0,10490
 Mondeo,2015,Manual,62000,Diesel,20.0,67.3,2.0,8490
 Mondeo,2015,Manual,80000,Diesel,20.0,68.9,2.0,7990
 Focus,2014,Manual,76000,Petrol,235.0,39.2,2.0,8990
 Fiesta,2014,Manual,37000,Petrol,145.0,47.9,1.6,7990
 Fiesta,2013,Manual,91000,Petrol,145.0,47.9,1.6,5990
 Mondeo,2016,Manual,64000,Diesel,30.0,64.2,2.0,8990
 Mondeo,2014,Manual,47000,Diesel,200.0,47.1,2.2,9490
 Focus,2016,Manual,32000,Diesel,0.0,74.3,1.5,7990
 Focus,2010,Manual,54000,Petrol,325.0,30.4,2.5,7490
 Kuga,2016,Manual,39000,Petrol,160.0,45.6,1.5,11490
 Kuga,2017,Manual,49000,Diesel,30.0,64.2,1.5,9990
 Fiesta,2016,Manual,25000,Petrol,20.0,62.8,1.0,8490
 Fiesta,2014,Manual,51000,Petrol,30.0,54.3,1.2,4490
 Fiesta,2017,Manual,23000,Petrol,145.0,47.9,1.6,10990
 Fiesta,2015,Manual,34000,Petrol,125.0,54.3,1.2,5490
 Mondeo,2014,Manual,40000,Diesel,125.0,53.3,2.0,8990
 Kuga,2015,Manual,57000,Diesel,125.0,60.1,2.0,8990
 Focus,2013,Manual,67000,Petrol,235.0,39.2,2.0,9490
 Fiesta,2017,Manual,24429,Petrol,145.0,47.9,1.6,12400
 Mondeo,2017,Manual,33841,Diesel,30.0,64.2,2.0,13500
 Fiesta,2016,Manual,24257,Petrol,0.0,65.7,1.0,9600
 Fiesta,2016,Automatic,27593,Petrol,0.0,57.7,1.0,9300
 Fiesta,2018,Manual,33264,Petrol,145.0,65.7,1.0,10800
 Mondeo,2018,Automatic,20170,Petrol,145.0,44.8,1.5,17800
 Fiesta,2016,Manual,49250,Petrol,0.0,65.7,1.0,9500
 Focus,2016,Manual,28344,Diesel,20.0,67.3,0.0,15500
 Fiesta,2017,Manual,25787,Petrol,145.0,47.9,1.6,11500
 Fiesta,2014,Manual,26460,Petrol,0.0,65.7,1.0,9000
 Kuga,2013,Automatic,91000,Diesel,200.0,45.6,2.0,7990
 Fiesta,2016,Manual,65000,Diesel,0.0,78.5,1.5,5490
 Focus,2015,Manual,48000,Diesel,0.0,74.3,1.5,6990
 Focus,2017,Manual,34000,Diesel,20.0,70.6,2.0,10490
 Fiesta,2018,Automatic,15074,Petrol,145.0,48.7,1.0,11900
 Focus,2013,Manual,48881,Diesel,20.0,67.3,1.6,7300
 Focus,2019,Manual,1625,Petrol,145.0,58.9,1.0,14300
 Mondeo,2016,Automatic,43000,Diesel,125.0,58.9,2.0,10990
 Mondeo,2015,Manual,67000,Diesel,0.0,78.5,1.5,7990
 Fiesta,2018,Manual,11000,Diesel,145.0,58.9,1.5,12990
 Fiesta,2014,Manual,66000,Petrol,145.0,47.9,1.6,6990
 Fiesta,2016,Manual,30000,Petrol,125.0,54.3,1.2,5990
 Focus,2015,Manual,69000,Diesel,0.0,74.3,1.5,6490
 Kuga,2015,Automatic,29000,Diesel,145.0,52.3,2.0,12490
 Fiesta,2016,Manual,26000,Petrol,145.0,47.9,1.6,9490
 Focus,2015,Manual,40457,Diesel,20.0,67.3,0.0,14300
 Fiesta,2019,Manual,16327,Petrol,145.0,60.1,1.0,12300
 Kuga,2019,Manual,8579,Petrol,145.0,39.2,1.5,18800
 Fiesta,2014,Manual,62403,Petrol,30.0,54.3,1.2,6000
 Kuga,2019,Manual,4899,Diesel,145.0,45.6,1.5,17700
 Fiesta,2018,Manual,16373,Petrol,145.0,65.7,1.0,10700
 Focus,2017,Manual,31357,Petrol,200.0,41.5,2.0,17000
 Fiesta,2015,Manual,32000,Petrol,125.0,54.3,1.2,4990
 Fiesta,2015,Manual,18000,Petrol,145.0,47.9,1.6,9490
 Fiesta,2016,Manual,32000,Petrol,0.0,65.7,1.0,6990
 Fiesta,2016,Automatic,35000,Petrol,0.0,57.7,1.0,7990
 Fiesta,2016,Manual,44000,Petrol,0.0,65.7,1.0,6490
 Focus,2015,Manual,50000,Diesel,20.0,67.3,2.0,10490
 Fiesta,2016,Manual,27000,Petrol,125.0,54.3,1.2,6490
 Focus,2017,Manual,29000,Diesel,145.0,74.3,1.5,10490
 Mondeo,2015,Manual,38000,Diesel,30.0,64.2,2.0,9490
 Focus,2016,Manual,56000,Diesel,0.0,74.3,1.5,6990
 Fiesta,2017,Manual,73000,Diesel,145.0,78.5,1.5,5990
 Mondeo,2016,Manual,69000,Diesel,30.0,64.2,2.0,10490
 Focus,2016,Manual,58000,Diesel,0.0,74.3,1.5,7490
 Focus,2015,Manual,69000,Diesel,0.0,74.3,1.5,6490
 Focus,2015,Manual,47000,Petrol,200.0,41.5,2.0,10990
 Fiesta,2017,Manual,19000,Petrol,0.0,65.7,1.0,7990
 KA,2014,Manual,31935,Petrol,30.0,57.7,1.2,3334
 Mondeo,2018,Automatic,28391,Diesel,145.0,45.6,2.0,14399
 Mondeo,2018,Automatic,26793,Diesel,145.0,45.6,2.0,14399
 Fiesta,2013,Manual,48258,Petrol,145.0,47.9,1.6,8795
 EcoSport,2014,Manual,29982,Petrol,160.0,44.8,1.5,7747
 Focus,2015,Automatic,9281,Petrol,160.0,44.8,1.6,9657
 Grand C-MAX,2016,Manual,26297,Diesel,30.0,64.2,1.5,10199
 Kuga,2016,Manual,28731,Diesel,125.0,60.1,2.0,11999
 S-MAX,2016,Manual,45018,Diesel,125.0,56.5,2.0,15499
 Fiesta,2018,Manual,17000,Petrol,145.0,65.7,1.0,8490
 Focus,2017,Manual,23000,Diesel,145.0,67.3,2.0,15490
 Kuga,2017,Manual,51904,Diesel,30.0,64.2,1.5,12227
 Focus,2014,Manual,45918,Diesel,20.0,67.3,1.6,7999
 C-MAX,2015,Manual,34318,Diesel,20.0,68.9,1.5,7999
 Focus,2015,Manual,45000,Diesel,20.0,67.3,2.0,11490
 Mondeo,2015,Manual,61000,Diesel,30.0,62.8,2.0,9490
 Kuga,2014,Manual,50000,Diesel,145.0,53.3,2.0,8990
 Fiesta,2018,Manual,12000,Petrol,145.0,64.2,1.1,8490
 Fiesta,2017,Manual,15000,Petrol,145.0,54.3,1.2,6990
 Fiesta,2016,Manual,68000,Diesel,0.0,88.3,1.5,5490
 Fiesta,2014,Manual,29959,Petrol,0.0,65.7,1.0,7672
 Focus,2018,Manual,7918,Petrol,145.0,41.5,2.0,19999
 Fiesta,2014,Manual,58671,Petrol,145.0,47.9,1.6,8449
 Fiesta,2017,Manual,32000,Diesel,0.0,78.5,1.5,9999
 Fiesta,2014,Manual,73000,Petrol,30.0,54.3,1.2,5750
 Fiesta,2015,Manual,45000,Petrol,125.0,54.3,1.2,4990
 Kuga,2016,Manual,38693,Diesel,125.0,60.1,2.0,11499
 B-MAX,2016,Manual,21471,Diesel,0.0,74.3,1.5,7636
 Focus,2013,Manual,70199,Diesel,20.0,67.3,1.6,5939
 Grand C-MAX,2016,Manual,37020,Diesel,30.0,64.2,1.5,9799
 B-MAX,2016,Manual,21091,Diesel,0.0,74.4,1.5,8599
 Focus,2017,Manual,22638,Petrol,145.0,51.4,1.5,11748
 Focus,2015,Manual,48542,Diesel,20.0,67.3,2.0,12999
 Mondeo,2015,Automatic,51438,Petrol,235.0,38.2,2.0,12999
 C-MAX,2015,Manual,38080,Diesel,30.0,64.2,2.0,9546
 Focus,2016,Manual,22333,Diesel,0.0,74.3,1.5,9799
 Focus,2013,Automatic,45194,Petrol,160.0,44.8,1.6,6799
 Focus,2014,Manual,53767,Diesel,20.0,67.3,1.6,7096
 Fiesta,2018,Automatic,7706,Petrol,145.0,54.3,1.0,12999
 Fiesta,2011,Manual,50234,Diesel,20.0,68.9,1.4,5176
 Fiesta,2013,Manual,32166,Petrol,30.0,54.3,1.2,6412
 Focus,2017,Manual,26062,Diesel,145.0,67.3,2.0,17299
 Kuga,2015,Manual,58150,Diesel,150.0,54.3,2.0,12500
 Fiesta,2017,Manual,34257,Petrol,0.0,65.7,1.0,7800
 KA,2013,Manual,57830,Petrol,30.0,57.7,1.2,3900
 Fiesta,2014,Manual,83780,Petrol,30.0,54.3,1.2,4395
 Focus,2012,Manual,73626,Diesel,20.0,67.3,1.6,4795
 Focus,2016,Manual,82955,Diesel,0.0,74.3,1.5,7500
 Focus,2012,Manual,73913,Diesel,20.0,67.3,1.6,6000
 Focus,2015,Manual,29188,Diesel,20.0,67.3,1.6,9800
 Kuga,2013,Manual,75282,Diesel,200.0,47.9,2.0,9661
 Fiesta,2017,Manual,24983,Petrol,0.0,65.7,1.0,7699
 C-MAX,2016,Manual,17698,Diesel,20.0,68.9,1.5,9999
 Focus,2019,Automatic,3492,Diesel,145.0,64.2,2.0,18250
 Focus,2019,Automatic,3220,Diesel,145.0,64.2,2.0,16525
 Focus,2018,Automatic,9534,Petrol,145.0,48.7,1.0,14525
 Focus,2018,Automatic,10999,Petrol,145.0,48.7,1.0,14575
 Focus,2018,Automatic,5675,Diesel,145.0,67.3,1.5,16000
 C-MAX,2016,Automatic,44336,Diesel,20.0,64.2,1.5,8899
 Fiesta,2016,Manual,18814,Petrol,20.0,62.8,1.0,9632
 Fiesta,2017,Manual,13080,Petrol,125.0,54.3,1.2,8503
 Focus,2016,Manual,71364,Diesel,0.0,74.3,1.5,7842
 Focus,2018,Manual,1454,Petrol,145.0,41.5,2.0,18890
 Focus,2019,Automatic,3305,Diesel,145.0,64.2,2.0,17199
 Focus,2019,Automatic,4134,Diesel,145.0,64.2,2.0,17999
 Focus,2019,Automatic,5491,Diesel,145.0,64.2,2.0,17999
 Focus,2019,Manual,1986,Diesel,145.0,62.8,2.0,17499
 Fiesta,2016,Manual,19764,Petrol,0.0,65.7,1.0,8439
 Fiesta,2017,Manual,21780,Petrol,0.0,65.7,1.0,8600
 Fiesta,2018,Manual,31824,Petrol,145.0,65.7,1.0,9399
 Focus,2015,Manual,40746,Diesel,0.0,74.3,1.5,8495
 Fiesta,2016,Manual,26403,Petrol,0.0,65.7,1.0,10400
 Kuga,2019,Manual,11448,Petrol,145.0,34.4,1.5,17300
 Fiesta,2016,Manual,29512,Petrol,0.0,65.7,1.0,9500
 Focus,2016,Manual,38635,Petrol,0.0,74.3,1.5,11200
 Fiesta,2016,Manual,5765,Petrol,0.0,65.7,1.0,10900
 Fiesta,2016,Manual,18342,Petrol,145.0,47.9,1.6,11400
 Fiesta,2015,Automatic,22093,Petrol,0.0,57.7,1.0,9000
 Focus,2017,Automatic,22008,Petrol,145.0,51.4,1.0,11800
 Fiesta,2015,Manual,26605,Petrol,0.0,65.7,1.0,8100
 Kuga,2013,Manual,46719,Diesel,145.0,53.3,2.0,9700
 Fiesta,2018,Manual,32139,Petrol,145.0,65.7,1.0,11300
 Mondeo,2018,Automatic,17960,Diesel,145.0,58.9,2.0,16800
 Grand C-MAX,2016,Manual,38670,Diesel,30.0,64.2,1.5,9126
 Focus,2016,Manual,19276,Petrol,20.0,60.1,1.0,9511
 Fiesta,2017,Manual,16711,Diesel,145.0,78.5,1.5,10780
 Mondeo,2016,Manual,47635,Diesel,0.0,78.5,1.5,10499
 Fiesta,2017,Manual,13146,Diesel,145.0,88.3,1.5,11512
 B-MAX,2016,Manual,12444,Diesel,0.0,74.4,1.5,9189
 Kuga,2019,Manual,11154,Petrol,145.0,34.4,1.5,16199
 Galaxy,2012,Manual,39653,Petrol,235.0,39.2,1.6,8773
 S-MAX,2016,Automatic,40166,Diesel,145.0,52.3,2.0,16999
